Class,.id,SYMBOL,Process.category,Description,释义,Number.of.founder.sets,Number.of.genes
UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,Tgfbr2,DNA Damage,UV response: down-regulated genes,紫外反应–下调基因,17,144
UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,Tgfbr3,DNA Damage,UV response: down-regulated genes,紫外反应–下调基因,17,144
UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,Tjp1,DNA Damage,UV response: down-regulated genes,紫外反应–下调基因,17,144
UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,Tjp2,DNA Damage,UV response: down-regulated genes,紫外反应–下调基因,17,144
UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,Tjp3,DNA Damage,UV response: down-regulated genes,紫外反应–下调基因,17,144
UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,Togaram1,DNA Damage,UV response: down-regulated genes,紫外反应–下调基因,17,144
UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,Vav2,DNA Damage,UV response: down-regulated genes,紫外反应–下调基因,17,144
UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,Vav3,DNA Damage,UV response: down-regulated genes,紫外反应–下调基因,17,144
UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,Vav1,DNA Damage,UV response: down-regulated genes,紫外反应–下调基因,17,144
UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,Wdr37,DNA Damage,UV response: down-regulated genes,紫外反应–下调基因,17,144
UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,Ythdc1,DNA Damage,UV response: down-regulated genes,紫外反应–下调基因,17,144
UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,Zmiz1,DNA Damage,UV response: down-regulated genes,紫外反应–下调基因,17,144
UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,Zmiz2,DNA Damage,UV response: down-regulated genes,紫外反应–下调基因,17,144
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Abcb1a,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Abcb1b,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Abcb4,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Abcb11,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Acaa1b,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Acaa1a,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Ago2,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Ago1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Ago3,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Alas1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Aldoa,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Aldoart2,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Aldoart1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Amd1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Amd2,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Ap2s1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Apom,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Aqp3,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Arrb2,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Arrb1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Asns,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Atf3,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Atp6v1c1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Atp6v1f,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Bak1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Bcl2l11,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Bid,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Bmp2,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Bsg,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Btg1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Btg1c,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Btg1b,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Btg2,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Btg3,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Car2,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Casp3,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Cck,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Ccnd3,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Ccnd1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Ccnd2,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Ccne1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Cdc34,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Cdc34b,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Ube2r2,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Cdc5l,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Gm9040,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Gm9048,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Gm9049,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Gm9046,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Gm32717,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Gm9045,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Gm9044,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Gm32802,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Cdk2,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Cdkn1c,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Cdkn2b,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Cdo1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Cebpg,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Chka,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Chrna5,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Clcn2,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Clcn1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Cltb,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Clta,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Cnp,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Col2a1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Col4a4,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Col4a3,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Col16a1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Col5a3,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Col24a1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Col4a6,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Col27a1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Col3a1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Col4a1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Col4a2,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Col4a5,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Col5a1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Col5a2,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Col7a1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Col1a1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Col1a2,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Creg1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Ctsl,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Ctsj,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Cts7,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Cts8,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Ctsr,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Cts6,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Ctsll3,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,4930486L24Rik,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Ctsm,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Ctsq,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Cts3,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,BC051665,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Cxcl1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Cxcl2,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Cxcl3,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Cxcl15,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Cyb5b,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Cyb5r1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Cyp1a1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Cyp1a2,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Ddx21,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Ddx50,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Dgat1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Dlg4,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Dnaja1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Dnajb1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,E2f5,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,E2f4,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Eif2s3x,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Eif2s3y,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Eif5,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Eno2,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Eno1b,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Eno1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Eno3,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Epcam,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Ephx1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Fen1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Fgf18,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Fgf17,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Fgf8,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Fkbp4,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Fmo1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Fmo2,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Fos,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Fosb,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Furin,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Pcsk6,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Pcsk4,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Pcsk5,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Gal,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Gch1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Ggh,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Gls,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Gls2,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Gpx3,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Gpx6,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Gpx5,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Grina,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Grpel1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2ax,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2ac10,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2ac21,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2ac20,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2ac13,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2aw,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2aj,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2ac24,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2ac18,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2ac19,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2ac1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2ac6,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2ac7,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2ac8,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2ac11,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2ac12,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2ac15,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2ac22,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2ac23,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2ac4,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2-Q2,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2-T23,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2-K1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2-M3,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2-Q1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2-Q10,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2-Q7,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2-D1,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2-M2,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2-Q4,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Gm7030,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2-Q6,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2-T22,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Gm11127,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,H2-Bl,DNA Damage,UV response: up-regulated genes,紫外反应–上调基因,16,158
